Prices,Reviews,urls,Brand,Processor_Type,RAM_Size,Storage_Capacity,Storage_Type,Screen_Size_Inches,Operating_System,Processor_Generation
75990,4.1,https://www.flipkart.com/ultimus-pro-intel-celeron-dual-core-n4020-8-gb-256-gb-ssd-windows-11-home-4-graphics-nu14u3inc54bn-sg-thin-light-laptop/p/itm6a3dc5d549665?pid=COMGWKBHJJGNNSQZ&lid=LSTCOMGWKBHJJGNNSQZJVAFI8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_554&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGWKBHJJGNNSQZ.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,Ultimus,Intel Celeron Dual,8 GB DDR4 RAM,256 GB,SSD,14.1,Windows 11,Not Available
50490,4.2,https://www.flipkart.com/hp-victus-amd-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15-fb0122ax-gaming-laptop/p/itm86ca62161fd3f?pid=COMGQRD7UCPUTFGT&lid=LSTCOMGQRD7UCPUTFGTBOWMPK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_555&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGQRD7UCPUTFGT.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,HP,AMD Ryzen 5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
58490,4.3,https://www.flipkart.com/hp-pavilion-intel-core-ultra-5-125u-16-gb-1-tb-ssd-windows-11-home-16-af0056tu-thin-light-laptop/p/itmb12a25b64f62b?pid=COMH4KYWQJYGZF2Z&lid=LSTCOMH4KYWQJYGZF2ZSWFIBP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_556&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMH4KYWQJYGZF2Z.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,HP,Intel Core Ultra,16 GB LPDDR5 RAM,1 TB,SSD,16.0,Windows 11,Not Available
35490,3.7,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-15-fd0187tu-thin-light-laptop/p/itm8a7401441021f?pid=COMHFCGBX5YGZZGA&lid=LSTCOMHFCGBX5YGZZGAMHO1DU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_557&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMHFCGBX5YGZZGA.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,HP,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
45980,4.3,https://www.flipkart.com/dell-inspiron-3530-intel-core-i5-1334u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm672bf7685863c?pid=COMH8EPFHZ6H2F6X&lid=LSTCOMH8EPFHZ6H2F6XBQ2OPK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_558&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMH8EPFHZ6H2F6X.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,DELL,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
26999,4.4,https://www.flipkart.com/lenovo-v14-intel-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-business-laptop/p/itm26138c67d404e?pid=COMGSAZMFM73CFCT&lid=LSTCOMGSAZMFM73CFCTECKWC1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_559&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGSAZMFM73CFCT.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,Lenovo,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,12th Gen
44990,3.7,https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5007tu-thin-light-laptop/p/itma831720ef30c2?pid=COMGTJG9CYTFZHZ2&lid=LSTCOMGTJG9CYTFZHZ2KZ5ICD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_560&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGTJG9CYTFZHZ2.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,HP,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
51999,4.3,https://www.flipkart.com/ultimus-elite-intel-core-i5-10th-gen-1035g4-8-gb-512-gb-ssd-windows-11-home-nu14u3inf56bn-sg-thin-light-laptop/p/itm6e2d32f39ab6f?pid=COMGRSCHFEK92JGQ&lid=LSTCOMGRSCHFEK92JGQFOMCY4&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_561&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGRSCHFEK92JGQ.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,Ultimus,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,14.1,Windows 11,10th Gen
73990,4.1,https://www.flipkart.com/infinix-intel-core-i7-1255u-32-gb-512-gb-ssd-windows-11-home-xl422-thin-light-laptop/p/itmce094090f0466?pid=COMGTGFG7SJUFNDH&lid=LSTCOMGTGFG7SJUFNDHTZQLWZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_562&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGTGFG7SJUFNDH.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,Infinix,Intel Core i7,32 GB LPDDR4X RAM,512 GB,SSD,14.0,Windows 11,Not Available
72990,4.4,https://www.flipkart.com/dell-intel-core-i5-12th-gen-1235u-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-new-inspiron-15-laptop-thin-light/p/itm108ece6bfe39a?pid=COMGJ75HHZZ22GKF&lid=LSTCOMGJ75HHZZ22GKFMHAFVA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_563&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGJ75HHZZ22GKF.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,DELL,Intel Core i5,8 GB DDR4 RAM,1 TB,HDD,15.6,Windows 11,12th Gen
109990,4.4,https://www.flipkart.com/hp-15s-intel-core-i7-13th-gen-1360p-16-gb-512-gb-ssd-windows-11-home-15-fd0024tu-thin-light-laptop/p/itm707add2b3f479?pid=COMGZVGHTSJHNZYH&lid=LSTCOMGZVGHTSJHNZYHEGVICN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_564&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGZVGHTSJHNZYH.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,HP,Intel Core i7,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
54990,4.5,https://www.flipkart.com/hp-pavilion-ai-pc-intel-core-ultra-5-125u-16-gb-512-gb-ssd-windows-11-home-16-af0015tu-thin-light-laptop/p/itmdb0b867255e2b?pid=COMHF2JYCESBQYRT&lid=LSTCOMHF2JYCESBQYRTCEJFYN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_565&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMHF2JYCESBQYRT.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,HP,Intel Core Ultra,16 GB LPDDR5 RAM,512 GB,SSD,16.0,Windows 11,Not Available
66690,4.2,https://www.flipkart.com/msi-sword-16-hx-intel-core-i7-14th-gen-14700hx-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-144-hz-b14vekg-210in-gaming-laptop/p/itmb985a281dcc19?pid=COMGYSGNZVWFAHGH&lid=LSTCOMGYSGNZVWFAHGHDA1BCE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_566&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGYSGNZVWFAHGH.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,MSI,Intel Core i7,16 GB DDR5 RAM,1 TB,SSD,16.0,Windows 11,14th Gen
79990,4.4,https://www.flipkart.com/dell-vostro-3530-intel-core-i5-1334u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm5130113075de4?pid=COMH8EPFMQHSMYGG&lid=LSTCOMH8EPFMQHSMYGG5TR0M0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_567&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMH8EPFMQHSMYGG.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,DELL,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
64859,4.5,https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-13th-gen-16-gb-512-gb-ssd-windows-11-home-82xd003min-thin-light-laptop/p/itm95fa1ff34e75c?pid=COMGTYDAGSWYRJGW&lid=LSTCOMGTYDAGSWYRJGWSCFB1Z&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_568&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGTYDAGSWYRJGW.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,Lenovo,Intel Core i5,16 GB LPDDR5 RAM,512 GB,SSD,14.0,Windows 11,13th Gen
97990,4.6,https://www.flipkart.com/infinix-zero-book-ultra-ai-pc-intel-core-9-185h-32-gb-1-tb-ssd-windows-11-home-zl514-thin-light-laptop/p/itm8f6c2175bfd95?pid=COMHFYZNN5XBNFDW&lid=LSTCOMHFYZNN5XBNFDWQOAKHL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_569&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMHFYZNN5XBNFDW.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,Infinix,Intel Core Ultra,32 GB LPDDR5X RAM,1 TB,SSD,15.6,Windows 11,Not Available
34990,4.2,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-50-tgp-15-fa1132tx-gaming-laptop/p/itm236b5aaa84afc?pid=COMGSV4RCCMG5FJ8&lid=LSTCOMGSV4RCCMG5FJ85BS9TJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_570&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGSV4RCCMG5FJ8.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,HP,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
64990,4.5,https://www.flipkart.com/hp-omen-amd-ryzen-7-octa-core-7840hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-16-xd0015ax-gaming-laptop/p/itmabad31c69922e?pid=COMH28U4QR7GUZHM&lid=LSTCOMH28U4QR7GUZHMKTPBNH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_571&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMH28U4QR7GUZHM.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,HP,AMD Ryzen 7,16 GB DDR5 RAM,1 TB,SSD,16.1,Windows 11,Not Available
28990,3.8,https://www.flipkart.com/lenovo-amd-ryzen-3-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-tp-e14-gen-5-thin-light-laptop/p/itmba41ecb80a484?pid=COMHFEJKSZGDHBGB&lid=LSTCOMHFEJKSZGDHBGBEDGWGB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_572&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMHFEJKSZGDHBGB.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,Lenovo,AMD Ryzen 3,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,Not Available
169990,4.2,https://www.flipkart.com/infinix-zero-book-ultra-ai-pc-intel-core-7-155h-16-gb-512-gb-ssd-windows-11-home-zl514-thin-light-laptop/p/itm8f6c2175bfd95?pid=COMHFYZNZGFXQYA8&lid=LSTCOMHFYZNZGFXQYA8I85E68&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_573&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMHFYZNZGFXQYA8.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,Infinix,Intel Core Ultra,16 GB LPDDR5X RAM,512 GB,SSD,15.6,Windows 11,Not Available
18990,3.9,https://www.flipkart.com/asus-intel-pentium-gold-7505-8-gb-256-gb-ssd-windows-11-home-x1500ea-ej111ws-laptop/p/itm3b092675d3c35?pid=COMGYSGNT6TXRKBH&lid=LSTCOMGYSGNT6TXRKBHOFVBZN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_574&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGYSGNT6TXRKBH.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,ASUS,Intel Pentium Gold,8 GB DDR4 RAM,256 GB,SSD,15.6,Windows 11,Not Available
53490,4.3,https://www.flipkart.com/msi-crosshair-16-hx-intel-core-i7-14th-gen-14700hx-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-240-hz-d14vgkg-205in-gaming-laptop/p/itmb985a281dcc19?pid=COMGYSGNQMEUBZEC&lid=LSTCOMGYSGNQMEUBZEC4J2TIZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_575&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGYSGNQMEUBZEC.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,MSI,Intel Core i7,32 GB DDR5 RAM,1 TB,SSD,16.0,Windows 11,14th Gen
50240,4,https://www.flipkart.com/acer-one-11-intel-celeron-dual-core-n4500-8-gb-256-gb-ssd-windows-home-z8-284-thin-light-laptop/p/itmb34df04ad4a82?pid=COMGTAFMSQDZADF9&lid=LSTCOMGTAFMSQDZADF9RFQUMW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_576&otracker=search&otracker1=search&fm=Search&iid=ec36aaac-ace8-4578-9d97-084fcc45ab7a.COMGTAFMSQDZADF9.SEARCH&ppt=sp&ppn=sp&ssid=s3sswkil0g0000001744324349243&qH=312f91285e048e09,Acer,Intel Celeron Dual,8 GB DDR4 RAM,256 GB,SSD,11.6,Windows 11,Not Available
43990,4.6,https://www.flipkart.com/hp-15s-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-11-home-15s-du3517tu-thin-light-laptop/p/itm8a058adbb8764?pid=COMGA3HWJVQDZYGQ&lid=LSTCOMGA3HWJVQDZYGQOTQ3UT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_577&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMGA3HWJVQDZYGQ.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,HP,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,11th Gen
38550,4.3,https://www.flipkart.com/hp-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-15s-fy5009tu-thin-light-laptop/p/itm19a3a766f29d3?pid=COMH63MAPPFRXUTC&lid=LSTCOMH63MAPPFRXUTCW2BLVE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_578&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMH63MAPPFRXUTC.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,HP,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
51590,4.3,https://www.flipkart.com/lenovo-thinkpad-e14-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-tp-gen-thin-light-laptop/p/itmbbd4542d7f75b?pid=COMGQRD7RWHUM9QH&lid=LSTCOMGQRD7RWHUM9QHWNEM4G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_579&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMGQRD7RWHUM9QH.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,Lenovo,AMD Ryzen 5,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,Not Available
45990,4.1,https://www.flipkart.com/hp-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-14-em0025au-thin-light-laptop/p/itmc42cc8d7eb695?pid=COMGR953WYURKTFC&lid=LSTCOMGR953WYURKTFC5KYGTW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_580&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMGR953WYURKTFC.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,HP,AMD Ryzen 3,8 GB LPDDR5 RAM,512 GB,SSD,14.0,Windows 11,Not Available
26220,3.9,https://www.flipkart.com/lenovo-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4iah8-laptop/p/itmc0d18a1e782c2?pid=COMH4YXYGVUVAFSE&lid=LSTCOMH4YXYGVUVAFSEW4HMG8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_581&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMH4YXYGVUVAFSE.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,Lenovo,Intel Core i5,16 GB LPDDR5 RAM,512 GB,SSD,14.0,Windows 11,12th Gen
27500,3.9,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-15-hr0000tu-thin-light-laptop/p/itme3568fa69de98?pid=COMGZVGH3QKMK6ND&lid=LSTCOMGZVGH3QKMK6NDXQEEDX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_582&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMGZVGH3QKMK6ND.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,HP,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
52989,4.4,https://www.flipkart.com/hp-15s-amd-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-15s-ey1508au-thin-light-laptop/p/itm6f077da117c55?pid=COMGFPH2ZWTDZHK6&lid=LSTCOMGFPH2ZWTDZHK6JERO7J&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_583&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMGFPH2ZWTDZHK6.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,HP,AMD Ryzen 3,8 GB DDR4 RAM,256 GB,SSD,15.6,Windows 11,Not Available
44999,3.3,https://www.flipkart.com/asus-2024-intel-pentium-quad-core-n5030-4-gb-1-tb-hdd-windows-11-home-x543ma-gq1020t-laptop/p/itm55492479c2d4d?pid=COMFSKF9DHVPZCYZ&lid=LSTCOMFSKF9DHVPZCYZJJXUYR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_584&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMFSKF9DHVPZCYZ.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,ASUS,Intel Pentium Quad,4 GB DDR4 RAM,1 TB,HDD,15.6,Windows 11,Not Available
36999,3.8,https://www.flipkart.com/msi-modern-15-h-ai-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-c1mg-047in-thin-light-laptop/p/itm01c95e069735f?pid=COMH7NDFBZPGFDWP&lid=LSTCOMH7NDFBZPGFDWPBLCEKA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_585&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMH7NDFBZPGFDWP.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,MSI,Intel Core Ultra,16 GB DDR5 RAM,512 GB,SSD,15.6,Windows 11,Not Available
64990,4,https://www.flipkart.com/hp-pavilion-15-amd-ryzen-5-hexa-core-13th-gen-ryzen-5625u-8-gb-512-gb-ssd-windows-11-home-15-eh2050au-laptop/p/itm46037f25afe5a?pid=COMGQDSFAETUJ5GG&lid=LSTCOMGQDSFAETUJ5GGNN9C1T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_586&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMGQDSFAETUJ5GG.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,HP,AMD Ryzen 5,8 GB DDR4 RAM,512 GB,SSD,15.0,Windows 11,13th Gen
36990,4,https://www.flipkart.com/hp-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fr2515tu-laptop/p/itme137569b58930?pid=COMGRHBQA9CZZMQH&lid=LSTCOMGRHBQA9CZZMQHVYSSCH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_587&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMGRHBQA9CZZMQH.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,HP,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,11th Gen
36990,4,https://www.flipkart.com/asus-vivobook-15-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-x1502va-bq838ws-thin-light-laptop/p/itm576883d3f6eb6?pid=COMH96FBAGNN8GPZ&lid=LSTCOMH96FBAGNN8GPZ9CQPDS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_588&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMH96FBAGNN8GPZ.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,ASUS,Intel Core i7,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
118990,4,https://www.flipkart.com/msi-modern-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-b13m-883in-thin-light-laptop/p/itme125a89adb5a0?pid=COMGZW38FBM7WZVY&lid=LSTCOMGZW38FBM7WZVYGXSMMS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_589&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMGZW38FBM7WZVY.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,MSI,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
79990,3.7,https://www.flipkart.com/asus-amd-ryzen-5-quad-core-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk522ws-thin-light-laptop/p/itmd6733f7332771?pid=COMGZ2Y4SGZZBCFJ&lid=LSTCOMGZ2Y4SGZZBCFJDXC7VC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_590&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMGZ2Y4SGZZBCFJ.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,ASUS,AMD Ryzen 5,8 GB LPDDR5 RAM,512 GB,SSD,14.0,Windows 11,Not Available
59290,4.2,https://www.flipkart.com/samsung-galaxy-book3-360-evo-amoled-intel-core-i7-13th-gen-1355u-16-gb-1-tb-ssd-windows-11-home-np730qfg-ka3in-thin-light-laptop/p/itm71085a961206b?pid=COMGPXFFD8KSFJFR&lid=LSTCOMGPXFFD8KSFJFRTJUINW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_591&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMGPXFFD8KSFJFR.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,SAMSUNG,Intel Core i7,16 GB DDR4X RAM,1 TB,SSD,13.3,Windows 11,13th Gen
26990,4.5,https://www.flipkart.com/hp-pro-g10-intel-core-i7-13th-gen-1335u-turbo-boost-technoly-32-gb-1-tb-ssd-windows-11-pro-1-gb-graphics-240-notebook/p/itm0c132283824c1?pid=COMH62F59VXDHHUR&lid=LSTCOMH62F59VXDHHURBWAMSQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_592&otracker=search&otracker1=search&fm=Search&iid=5bb00faa-3d35-4c39-9acf-ee314b4dba35.COMH62F59VXDHHUR.SEARCH&ppt=sp&ppn=sp&ssid=wrr1v0j8gg0000001744324350249&qH=312f91285e048e09,HP,Intel Core i7,32 GB DDR4 RAM,1 TB,SSD,14.0,Windows 11,13th Gen
